"","business_id","word_count","stars","sentiment"
"1","J9f-9Prw2YVM-fiZqv2fmQ",22,5,0
"2","F4kjKxXXyn3e-BYVb1mWcg",14,2,-0.267261241912424
"3","cTPdZ9Va0HCLESf5gNnXwA",16,5,0.15
"4","cTPdZ9Va0HCLESf5gNnXwA",9,5,0
"5","cTPdZ9Va0HCLESf5gNnXwA",8,5,0.212132034355964
"6","cTPdZ9Va0HCLESf5gNnXwA",24,4,-0.132680694400756
"7","cTPdZ9Va0HCLESf5gNnXwA",21,4,0.0954703269782467
"8","cTPdZ9Va0HCLESf5gNnXwA",28,3,0.434659143960611
"9","cTPdZ9Va0HCLESf5gNnXwA",15,3,0.103279555898864
"10","cTPdZ9Va0HCLESf5gNnXwA",10,3,0.395284707521047
"11","cTPdZ9Va0HCLESf5gNnXwA",28,3,0.0472455591261534
"12","cTPdZ9Va0HCLESf5gNnXwA",11,3,0.33166247903554
"13","cTPdZ9Va0HCLESf5gNnXwA",14,3,0.374165738677394
"14","cTPdZ9Va0HCLESf5gNnXwA",17,3,-0.2182820625327
"15","cTPdZ9Va0HCLESf5gNnXwA",12,3,0.0721687836487032
"16","cTPdZ9Va0HCLESf5gNnXwA",17,3,0.133394593769983
"17","cTPdZ9Va0HCLESf5gNnXwA",14,4,-0.133630620956212
"18","cTPdZ9Va0HCLESf5gNnXwA",13,5,0.166410058867569
"19","cTPdZ9Va0HCLESf5gNnXwA",18,5,0.294627825494395
"20","cTPdZ9Va0HCLESf5gNnXwA",19,5,0.103237080241753
"21","cTPdZ9Va0HCLESf5gNnXwA",16,5,0.1
"22","cTPdZ9Va0HCLESf5gNnXwA",22,5,0.426401432711221
"23","cTPdZ9Va0HCLESf5gNnXwA",17,5,0.436564125065399
"24","cTPdZ9Va0HCLESf5gNnXwA",11,5,0
"25","cTPdZ9Va0HCLESf5gNnXwA",24,5,0.234742767016721
"26","cTPdZ9Va0HCLESf5gNnXwA",11,3,-0.271360210119987
"27","cTPdZ9Va0HCLESf5gNnXwA",13,4,0.0970725343394151
"28","cTPdZ9Va0HCLESf5gNnXwA",8,5,0
"29","cTPdZ9Va0HCLESf5gNnXwA",10,5,0
"30","NN6HpdvQlGZUVjBwzhgUWQ",16,2,0.15
"31","NN6HpdvQlGZUVjBwzhgUWQ",9,5,0
"32","NN6HpdvQlGZUVjBwzhgUWQ",17,5,0.1455213750218
"33","NN6HpdvQlGZUVjBwzhgUWQ",16,1,-0.075
"34","NN6HpdvQlGZUVjBwzhgUWQ",12,5,0.173205080756888
"35","JZEw18_OhSzFj0IfXF6v6Q",10,5,0.237170824512628
"36","tstXUpIFZQ9xYejjGQrDwg",23,2,-0.505647454088406
"37","bftSQN9eaE5EQBe3ZztN8Q",41,1,0
"38","nsw3tlB-hwz4KbPYcuaSww",41,3,-0.078086880944303
"39","oRKyGtUsN5IcRReN7ScUwQ",26,1,-0.098058067569092
"40","Q9jOi1245KEyb-vehMUeFA",22,2,0.383761289440099
"41","TEXUVhF-G_v2Sxwqti8HQA",19,3,-0.0573539334676404
"42","TEXUVhF-G_v2Sxwqti8HQA",15,4,-0.0645497224367903
"43","TEXUVhF-G_v2Sxwqti8HQA",13,3,0.457627661885814
"44","TEXUVhF-G_v2Sxwqti8HQA",32,3,-0.0883883476483184
"45","TEXUVhF-G_v2Sxwqti8HQA",32,3,0.106066017177982
"46","TEXUVhF-G_v2Sxwqti8HQA",9,3,0
"47","TEXUVhF-G_v2Sxwqti8HQA",13,4,0.166548733916625
"48","TQqhfjlPVEz41K_wAogQSQ",5,1,0
"49","TQqhfjlPVEz41K_wAogQSQ",30,1,0.306724632202893
"50","_Kp1IPTi17wBywYOd30raA",26,1,-0.196116135138184
"51","sYf2auhosrx8trbyP9nGyw",16,5,0.2875
"52","sYf2auhosrx8trbyP9nGyw",9,5,0.366666666666667
"53","sYf2auhosrx8trbyP9nGyw",10,4,0
"54","sYf2auhosrx8trbyP9nGyw",10,4,8.77708367144175e-18
"55","sYf2auhosrx8trbyP9nGyw",11,4,0
"56","sYf2auhosrx8trbyP9nGyw",5,4,0.223606797749979
"57","sYf2auhosrx8trbyP9nGyw",21,4,0.141841628653395
"58","sYf2auhosrx8trbyP9nGyw",15,4,0.335658556671309
"59","sYf2auhosrx8trbyP9nGyw",5,4,0
"60","sYf2auhosrx8trbyP9nGyw",14,5,0
"61","sYf2auhosrx8trbyP9nGyw",13,4,0.748845264904059
"62","LpKloJ5DFU1rjEENALnGZg",19,5,0
"63","CnmhEiSGkIgUdFGN-rpaHw",14,5,0
"64","BMR_AsSBzTQHqW-SQabI4w",16,1,-0.075
"65","QNn3lvwCBwNcQFPbjAtgdQ",7,4,0
"66","-Glmj_sxqCu0F3G62kFt1Q",17,5,0.375930218806316
"67","-Glmj_sxqCu0F3G62kFt1Q",23,4,-0.187662972651367
"68","w2_nR3p2XMWTP0J8GA_v_A",56,5,0.133630620956212
"69","ZL6BK8wweb-8ncJ7kFIG-A",6,5,0
"70","3DQKaQN2wjWTWUN0EBwkzw",51,5,0.350070021007002
"71","4s-eHLQcoMqAgfzbiQsKIw",4,3,0
"72","4s-eHLQcoMqAgfzbiQsKIw",13,5,0.443760156980183
"73","djW8gh3JJ-__NCxx1YQaHg",21,5,0.087287156094397
"74","WFM2FE0THduTbnjgGdGDLQ",36,5,0.225
"75","papMvgFSTh3hBb8junt7CA",13,3,0
"76","VSbLyFGbq7KUYSpyNxFnew",19,5,0.470302254434652
"77","277ETKOLg1XreTWL8hGlHw",15,5,0.193649167310371
"78","277ETKOLg1XreTWL8hGlHw",17,4,0.1455213750218
"79","277ETKOLg1XreTWL8hGlHw",8,5,0.441941738241592
"80","277ETKOLg1XreTWL8hGlHw",9,3,0.166666666666667
"81","277ETKOLg1XreTWL8hGlHw",35,5,-0.101418510567422
"82","277ETKOLg1XreTWL8hGlHw",11,3,-0.150755672288882
"83","_qoXWEB5qb0Me1CCMLWlmg",22,4,0.21320071635561
"84","5m_xSthxwPoR-XvJvtTeNQ",15,5,0.645497224367903
"85","5m_xSthxwPoR-XvJvtTeNQ",16,5,0.00015
"86","5m_xSthxwPoR-XvJvtTeNQ",13,5,0.277350098112615
